date,product_name,category,mrp,cost_price,shelf_life_days,expiry_date,days_remaining,discount_pct,discounted_price,morning_price,evening_price,stock_qty,units_sold_today,is_weekend,margin_pct,revenue_today,cost_today,gross_profit_today,units_sold_7d_avg
2025-01-04,Brown Bread,Bakery,55,40,4,2025-01-05,1,30,38.5,,,1,1,1,27.3,38.5,40,-1.5,9.67
2025-01-04,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-05,1,20,24.0,,,10,9,1,26.7,216.0,198,18.0,6.0
2025-01-04,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-07,3,0,20.0,,,71,30,1,30.0,600.0,420,180.0,23.0
2025-01-04,White Bread,Bakery,45,32,4,2025-01-05,1,20,36.0,,,9,9,1,28.9,324.0,288,36.0,16.67
2025-01-04,Milk 1L (Toned),Dairy,66,58,2,2025-01-05,1,5,62.7,,,21,21,1,12.1,1316.7,1218,98.7,19.67
2025-01-04,Paneer 200g,Dairy,90,65,4,2025-01-05,1,20,72.0,,,13,9,1,27.8,648.0,585,63.0,4.67
2025-01-04,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,11,0,85.0,,,245,27,1,20.0,2295.0,1836,459.0,22.33
2025-01-04,Bananas,Fruits,60,42,5,2025-01-06,2,10,54.0,,,21,18,1,30.0,972.0,756,216.0,11.33
2025-01-04,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,362,0,95.0,,,10772,23,1,24.2,2185.0,1656,529.0,28.33
2025-01-04,Onions 1kg,Grocery,35,24,15,2025-01-16,12,0,35.0,,,360,42,1,31.4,1470.0,1008,462.0,31.0
2025-01-04,Potatoes 1kg,Grocery,30,20,20,2025-01-21,17,0,30.0,,,661,40,1,33.3,1200.0,800,400.0,38.33
2025-01-04,Coriander (Bunch),Vegetables,15,8,2,2025-01-05,1,10,13.5,15.0,13.5,9,9,1,46.7,129.0,72,57.0,15.0
2025-01-04,Spinach Bunch,Vegetables,30,18,2,2025-01-05,1,5,28.5,30.0,28.5,15,15,1,40.0,441.0,270,171.0,8.33
2025-01-04,Tomatoes,Vegetables,40,28,4,2025-01-05,1,30,28.0,40.0,28.0,23,23,1,30.0,812.0,644,168.0,11.67
2025-01-05,Brown Bread,Bakery,55,40,4,2025-01-09,4,0,55.0,,,31,7,1,27.3,385.0,280,105.0,7.5
2025-01-05,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-09,4,0,30.0,,,31,3,1,26.7,90.0,66,24.0,6.75
2025-01-05,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-07,2,0,20.0,,,41,21,1,30.0,420.0,294,126.0,24.75
2025-01-05,White Bread,Bakery,45,32,4,2025-01-09,4,0,45.0,,,71,24,1,28.9,1080.0,768,312.0,14.75
2025-01-05,Milk 1L (Toned),Dairy,66,58,2,2025-01-07,2,0,66.0,,,46,22,1,12.1,1452.0,1276,176.0,20.0
2025-01-05,Paneer 200g,Dairy,90,65,4,2025-01-09,4,0,90.0,,,27,3,1,27.8,270.0,195,75.0,5.75
2025-01-05,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,10,5,80.75,,,218,37,1,20.0,2987.75,2516,471.75,23.5
2025-01-05,Bananas,Fruits,60,42,5,2025-01-06,1,20,48.0,,,3,3,1,30.0,144.0,126,18.0,13.0
2025-01-05,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,361,0,95.0,,,10749,25,1,24.2,2375.0,1800,575.0,27.0
2025-01-05,Onions 1kg,Grocery,35,24,15,2025-01-16,11,0,35.0,,,318,33,1,31.4,1155.0,792,363.0,33.75
2025-01-05,Potatoes 1kg,Grocery,30,20,20,2025-01-21,16,0,30.0,,,621,38,1,33.3,1140.0,760,380.0,38.75
2025-01-05,Coriander (Bunch),Vegetables,15,8,2,2025-01-07,2,0,15.0,15.0,15.0,26,16,1,46.7,240.0,128,112.0,13.5
2025-01-05,Spinach Bunch,Vegetables,30,18,2,2025-01-07,2,0,30.0,30.0,30.0,23,11,1,40.0,330.0,198,132.0,10.0
2025-01-05,Tomatoes,Vegetables,40,28,4,2025-01-09,4,0,40.0,40.0,40.0,48,14,1,30.0,560.0,392,168.0,14.5
2025-01-06,Brown Bread,Bakery,55,40,4,2025-01-09,3,5,52.25,,,24,11,0,27.3,574.75,440,134.75,7.4
2025-01-06,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-09,3,0,30.0,,,28,6,0,26.7,180.0,132,48.0,6.0
2025-01-06,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-07,1,5,19.0,,,20,20,0,30.0,380.0,280,100.0,24.0
2025-01-06,White Bread,Bakery,45,32,4,2025-01-09,3,5,42.75,,,47,16,0,28.9,684.0,512,172.0,16.6
2025-01-06,Milk 1L (Toned),Dairy,66,58,2,2025-01-07,1,10,59.4,,,24,24,0,12.1,1425.6,1392,33.6,20.4
2025-01-06,Paneer 200g,Dairy,90,65,4,2025-01-09,3,0,90.0,,,24,3,0,27.8,270.0,195,75.0,5.2
2025-01-06,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,9,5,80.75,,,181,33,0,20.0,2664.75,2244,420.75,26.2
2025-01-06,Bananas,Fruits,60,42,5,2025-01-11,5,0,60.0,,,47,10,0,30.0,600.0,420,180.0,11.0
2025-01-06,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,360,0,95.0,,,10724,22,0,24.2,2090.0,1584,506.0,26.6
2025-01-06,Onions 1kg,Grocery,35,24,15,2025-01-16,10,5,33.25,,,285,35,0,31.4,1163.75,840,323.75,33.6
2025-01-06,Potatoes 1kg,Grocery,30,20,20,2025-01-21,15,5,28.5,,,583,50,0,33.3,1425.0,1000,425.0,38.6
2025-01-06,Coriander (Bunch),Vegetables,15,8,2,2025-01-07,1,5,14.25,15.0,14.25,10,10,0,46.7,147.0,80,67.0,14.0
2025-01-06,Spinach Bunch,Vegetables,30,18,2,2025-01-07,1,10,27.0,30.0,27.0,12,8,0,40.0,231.0,144,87.0,10.2
2025-01-06,Tomatoes,Vegetables,40,28,4,2025-01-09,3,0,40.0,40.0,40.0,34,15,0,30.0,600.0,420,180.0,14.4
2025-01-07,Brown Bread,Bakery,55,40,4,2025-01-09,2,10,49.5,,,13,13,0,27.3,643.5,520,123.5,8.0
2025-01-07,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-09,2,5,28.5,,,22,6,0,26.7,171.0,132,39.0,6.0
2025-01-07,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-10,3,0,20.0,,,67,23,0,30.0,460.0,322,138.0,23.33
2025-01-07,White Bread,Bakery,45,32,4,2025-01-09,2,10,40.5,,,31,21,0,28.9,850.5,672,178.5,16.5
2025-01-07,Milk 1L (Toned),Dairy,66,58,2,2025-01-09,2,0,66.0,,,39,23,0,12.1,1518.0,1334,184.0,21.0
2025-01-07,Paneer 200g,Dairy,90,65,4,2025-01-09,2,10,81.0,,,21,10,0,27.8,810.0,650,160.0,4.83
2025-01-07,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,8,5,80.75,,,148,26,0,20.0,2099.5,1768,331.5,27.33
2025-01-07,Bananas,Fruits,60,42,5,2025-01-11,4,0,60.0,,,37,10,0,30.0,600.0,420,180.0,10.83
2025-01-07,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,359,0,95.0,,,10702,25,0,24.2,2375.0,1800,575.0,25.83
2025-01-07,Onions 1kg,Grocery,35,24,15,2025-01-16,9,5,33.25,,,250,42,0,31.4,1396.5,1008,388.5,33.83
2025-01-07,Potatoes 1kg,Grocery,30,20,20,2025-01-21,14,5,28.5,,,533,36,0,33.3,1026.0,720,306.0,40.5
2025-01-07,Coriander (Bunch),Vegetables,15,8,2,2025-01-09,2,0,15.0,15.0,15.0,22,10,0,46.7,150.0,80,70.0,13.33
2025-01-07,Spinach Bunch,Vegetables,30,18,2,2025-01-09,2,0,30.0,30.0,30.0,19,9,0,40.0,270.0,162,108.0,9.83
2025-01-07,Tomatoes,Vegetables,40,28,4,2025-01-09,2,5,38.0,40.0,38.0,19,19,0,30.0,744.0,532,212.0,14.5
2025-01-08,Brown Bread,Bakery,55,40,4,2025-01-12,4,0,55.0,,,37,8,0,27.3,440.0,320,120.0,8.71
2025-01-08,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-09,1,30,21.0,,,16,7,0,26.7,147.0,154,-7.0,6.0
2025-01-08,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-10,2,5,19.0,,,44,23,0,30.0,437.0,322,115.0,23.29
2025-01-08,White Bread,Bakery,45,32,4,2025-01-09,1,30,31.5,,,10,10,0,28.9,315.0,320,-5.0,17.14
2025-01-08,Milk 1L (Toned),Dairy,66,58,2,2025-01-09,1,5,62.7,,,16,16,0,12.1,1003.2,928,75.2,21.29
2025-01-08,Paneer 200g,Dairy,90,65,4,2025-01-09,1,20,72.0,,,11,11,0,27.8,792.0,715,77.0,5.57
2025-01-08,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,7,10,76.5,,,122,17,0,20.0,1300.5,1156,144.5,27.14
2025-01-08,Bananas,Fruits,60,42,5,2025-01-11,3,0,60.0,,,27,3,0,30.0,180.0,126,54.0,10.71
2025-01-08,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,358,0,95.0,,,10677,21,0,24.2,1995.0,1512,483.0,25.71
2025-01-08,Onions 1kg,Grocery,35,24,15,2025-01-16,8,0,35.0,,,208,31,0,31.4,1085.0,744,341.0,35.0
2025-01-08,Potatoes 1kg,Grocery,30,20,20,2025-01-21,13,0,30.0,,,497,40,0,33.3,1200.0,800,400.0,39.86
2025-01-08,Coriander (Bunch),Vegetables,15,8,2,2025-01-09,1,10,13.5,15.0,13.5,12,12,0,46.7,172.5,96,76.5,12.86
2025-01-08,Spinach Bunch,Vegetables,30,18,2,2025-01-09,1,10,27.0,30.0,27.0,10,10,0,40.0,288.0,180,108.0,9.71
2025-01-08,Tomatoes,Vegetables,40,28,4,2025-01-12,4,0,40.0,40.0,40.0,47,12,0,30.0,480.0,336,144.0,15.14
2025-01-09,Brown Bread,Bakery,55,40,4,2025-01-12,3,0,55.0,,,29,6,0,27.3,330.0,240,90.0,9.14
2025-01-09,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-13,4,0,30.0,,,26,4,0,26.7,120.0,88,32.0,6.14
2025-01-09,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-10,1,5,19.0,,,21,21,0,30.0,399.0,294,105.0,23.29
2025-01-09,White Bread,Bakery,45,32,4,2025-01-13,4,0,45.0,,,75,13,0,28.9,585.0,416,169.0,16.71
2025-01-09,Milk 1L (Toned),Dairy,66,58,2,2025-01-11,2,0,66.0,,,41,9,0,12.1,594.0,522,72.0,21.71
2025-01-09,Paneer 200g,Dairy,90,65,4,2025-01-13,4,0,90.0,,,23,6,0,27.8,540.0,390,150.0,6.71
2025-01-09,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,6,10,76.5,,,105,24,0,20.0,1836.0,1632,204.0,25.71
2025-01-09,Bananas,Fruits,60,42,5,2025-01-11,2,5,57.0,,,24,14,0,30.0,798.0,588,210.0,10.57
2025-01-09,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,357,0,95.0,,,10656,23,0,24.2,2185.0,1656,529.0,25.0
2025-01-09,Onions 1kg,Grocery,35,24,15,2025-01-16,7,5,33.25,,,177,34,0,31.4,1130.5,816,314.5,34.86
2025-01-09,Potatoes 1kg,Grocery,30,20,20,2025-01-21,12,0,30.0,,,457,33,0,33.3,990.0,660,330.0,40.14
2025-01-09,Coriander (Bunch),Vegetables,15,8,2,2025-01-11,2,0,15.0,15.0,15.0,28,8,0,46.7,120.0,64,56.0,13.29
2025-01-09,Spinach Bunch,Vegetables,30,18,2,2025-01-11,2,0,30.0,30.0,30.0,17,7,0,40.0,210.0,126,84.0,9.29
2025-01-09,Tomatoes,Vegetables,40,28,4,2025-01-12,3,5,38.0,40.0,38.0,35,11,0,30.0,432.0,308,124.0,15.29
2025-01-10,Brown Bread,Bakery,55,40,4,2025-01-12,2,5,52.25,,,23,10,0,27.3,522.5,400,122.5,8.29
2025-01-10,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-13,3,0,30.0,,,22,10,0,26.7,300.0,220,80.0,6.0
2025-01-10,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-13,3,0,20.0,,,75,21,0,30.0,420.0,294,126.0,23.86
2025-01-10,White Bread,Bakery,45,32,4,2025-01-13,3,5,42.75,,,62,15,0,28.9,641.25,480,161.25,16.86
2025-01-10,Milk 1L (Toned),Dairy,66,58,2,2025-01-11,1,5,62.7,,,32,31,0,12.1,1943.7,1798,145.7,19.71
2025-01-10,Paneer 200g,Dairy,90,65,4,2025-01-13,3,5,85.5,,,17,5,0,27.8,427.5,325,102.5,6.71
2025-01-10,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,5,5,80.75,,,81,34,0,20.0,2745.5,2312,433.5,27.14
2025-01-10,Bananas,Fruits,60,42,5,2025-01-11,1,20,48.0,,,10,10,0,30.0,480.0,420,60.0,10.57
2025-01-10,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,356,0,95.0,,,10633,27,0,24.2,2565.0,1944,621.0,24.14
2025-01-10,Onions 1kg,Grocery,35,24,15,2025-01-16,6,5,33.25,,,143,48,0,31.4,1596.0,1152,444.0,35.14
2025-01-10,Potatoes 1kg,Grocery,30,20,20,2025-01-21,11,5,28.5,,,424,61,0,33.3,1738.5,1220,518.5,38.14
2025-01-10,Coriander (Bunch),Vegetables,15,8,2,2025-01-11,1,10,13.5,15.0,13.5,20,20,0,46.7,288.0,160,128.0,11.86
2025-01-10,Spinach Bunch,Vegetables,30,18,2,2025-01-11,1,10,27.0,30.0,27.0,10,10,0,40.0,288.0,180,108.0,9.43
2025-01-10,Tomatoes,Vegetables,40,28,4,2025-01-12,2,10,36.0,40.0,36.0,24,24,0,30.0,920.0,672,248.0,15.86
2025-01-11,Brown Bread,Bakery,55,40,4,2025-01-12,1,20,44.0,,,13,13,1,27.3,572.0,520,52.0,8.0
2025-01-11,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-13,2,10,27.0,,,12,12,1,26.7,324.0,264,60.0,6.43
2025-01-11,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-13,2,0,20.0,,,54,22,1,30.0,440.0,308,132.0,22.71
2025-01-11,White Bread,Bakery,45,32,4,2025-01-13,2,10,40.5,,,47,27,1,28.9,1093.5,864,229.5,15.43
2025-01-11,Milk 1L (Toned),Dairy,66,58,2,2025-01-13,2,0,66.0,,,44,23,1,12.1,1518.0,1334,184.0,20.86
2025-01-11,Paneer 200g,Dairy,90,65,4,2025-01-13,2,5,85.5,,,12,11,1,27.8,940.5,715,225.5,6.71
2025-01-11,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,4,20,68.0,,,47,42,1,20.0,2856.0,2856,0.0,28.29
2025-01-11,Bananas,Fruits,60,42,5,2025-01-16,5,0,60.0,,,46,13,1,30.0,780.0,546,234.0,9.71
2025-01-11,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,355,0,95.0,,,10606,33,1,24.2,3135.0,2376,759.0,23.71
2025-01-11,Onions 1kg,Grocery,35,24,15,2025-01-16,5,5,33.25,,,95,37,1,31.4,1230.25,888,342.25,37.86
2025-01-11,Potatoes 1kg,Grocery,30,20,20,2025-01-21,10,10,27.0,,,363,55,1,33.3,1485.0,1100,385.0,42.57
2025-01-11,Coriander (Bunch),Vegetables,15,8,2,2025-01-13,2,0,15.0,15.0,15.0,21,15,1,46.7,225.0,120,105.0,12.14
2025-01-11,Spinach Bunch,Vegetables,30,18,2,2025-01-13,2,0,30.0,30.0,30.0,22,14,1,40.0,420.0,252,168.0,10.0
2025-01-11,Tomatoes,Vegetables,40,28,4,2025-01-15,4,0,40.0,40.0,40.0,50,14,1,30.0,560.0,392,168.0,16.86
2025-01-12,Brown Bread,Bakery,55,40,4,2025-01-16,4,0,55.0,,,31,13,1,27.3,715.0,520,195.0,9.71
2025-01-12,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-16,4,0,30.0,,,28,9,1,26.7,270.0,198,72.0,6.86
2025-01-12,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-13,1,5,19.0,,,32,26,1,30.0,494.0,364,130.0,21.57
2025-01-12,White Bread,Bakery,45,32,4,2025-01-13,1,30,31.5,,,20,20,1,28.9,630.0,640,-10.0,18.0
2025-01-12,Milk 1L (Toned),Dairy,66,58,2,2025-01-13,1,10,59.4,,,21,21,1,12.1,1247.4,1218,29.4,21.14
2025-01-12,Paneer 200g,Dairy,90,65,4,2025-01-13,1,20,72.0,,,1,1,1,27.8,72.0,65,7.0,7.0
2025-01-12,Eggs (1 Dozen),Eggs,85,68,14,2025-01-15,3,30,59.5,,,5,5,1,20.0,297.5,340,-42.5,30.43
2025-01-12,Bananas,Fruits,60,42,5,2025-01-16,4,0,60.0,,,33,14,1,30.0,840.0,588,252.0,9.0
2025-01-12,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,354,0,95.0,,,10573,32,1,24.2,3040.0,2304,736.0,25.14
2025-01-12,Onions 1kg,Grocery,35,24,15,2025-01-16,4,30,24.5,,,58,58,1,31.4,1421.0,1392,29.0,37.14
2025-01-12,Potatoes 1kg,Grocery,30,20,20,2025-01-21,9,10,27.0,,,308,60,1,33.3,1620.0,1200,420.0,44.71
2025-01-12,Coriander (Bunch),Vegetables,15,8,2,2025-01-13,1,5,14.25,15.0,14.25,6,6,1,46.7,88.5,48,40.5,13.0
2025-01-12,Spinach Bunch,Vegetables,30,18,2,2025-01-13,1,10,27.0,30.0,27.0,8,8,1,40.0,231.0,144,87.0,9.86
2025-01-12,Tomatoes,Vegetables,40,28,4,2025-01-15,3,5,38.0,40.0,38.0,36,12,1,30.0,470.0,336,134.0,15.57
2025-01-13,Brown Bread,Bakery,55,40,4,2025-01-16,3,5,52.25,,,18,7,0,27.3,365.75,280,85.75,10.57
2025-01-13,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-16,3,0,30.0,,,19,7,0,26.7,210.0,154,56.0,7.71
2025-01-13,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-16,3,0,20.0,,,65,15,0,30.0,300.0,210,90.0,22.29
2025-01-13,White Bread,Bakery,45,32,4,2025-01-17,4,0,45.0,,,64,14,0,28.9,630.0,448,182.0,17.43
2025-01-13,Milk 1L (Toned),Dairy,66,58,2,2025-01-15,2,0,66.0,,,50,17,0,12.1,1122.0,986,136.0,21.0
2025-01-13,Paneer 200g,Dairy,90,65,4,2025-01-17,4,0,90.0,,,31,5,0,27.8,450.0,325,125.0,6.71
2025-01-13,Eggs (1 Dozen),Eggs,85,68,14,2025-01-27,14,0,85.0,,,261,14,0,20.0,1190.0,952,238.0,25.86
2025-01-13,Bananas,Fruits,60,42,5,2025-01-16,3,0,60.0,,,19,8,0,30.0,480.0,336,144.0,10.57
2025-01-13,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,353,0,95.0,,,10541,23,0,24.2,2185.0,1656,529.0,26.14
2025-01-13,Onions 1kg,Grocery,35,24,15,2025-01-28,15,0,35.0,,,468,39,0,31.4,1365.0,936,429.0,40.71
2025-01-13,Potatoes 1kg,Grocery,30,20,20,2025-01-21,8,5,28.5,,,248,38,0,33.3,1083.0,760,323.0,47.86
2025-01-13,Coriander (Bunch),Vegetables,15,8,2,2025-01-15,2,0,15.0,15.0,15.0,28,8,0,46.7,120.0,64,56.0,11.57
2025-01-13,Spinach Bunch,Vegetables,30,18,2,2025-01-15,2,0,30.0,30.0,30.0,16,8,0,40.0,240.0,144,96.0,9.43
2025-01-13,Tomatoes,Vegetables,40,28,4,2025-01-15,2,5,38.0,40.0,38.0,24,17,0,30.0,666.0,476,190.0,15.29
2025-01-14,Brown Bread,Bakery,55,40,4,2025-01-16,2,5,52.25,,,11,3,0,27.3,156.75,120,36.75,10.0
2025-01-14,Burger Buns (4 pcs),Bakery,30,22,4,2025-01-16,2,10,27.0,,,12,10,0,26.7,270.0,220,50.0,7.86
2025-01-14,Ladi Pav (6 pcs),Bakery,20,14,3,2025-01-16,2,5,19.0,,,50,25,0,30.0,475.0,350,125.0,21.57
2025-01-14,White Bread,Bakery,45,32,4,2025-01-17,3,5,42.75,,,50,22,0,28.9,940.5,704,236.5,17.14
2025-01-14,Milk 1L (Toned),Dairy,66,58,2,2025-01-15,1,10,59.4,,,33,26,0,12.1,1544.4,1508,36.4,20.0
2025-01-14,Paneer 200g,Dairy,90,65,4,2025-01-17,3,0,90.0,,,26,8,0,27.8,720.0,520,200.0,7.0
2025-01-14,Eggs (1 Dozen),Eggs,85,68,14,2025-01-27,13,0,85.0,,,247,21,0,20.0,1785.0,1428,357.0,23.14
2025-01-14,Bananas,Fruits,60,42,5,2025-01-16,2,5,57.0,,,11,8,0,30.0,456.0,336,120.0,10.29
2025-01-14,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,352,0,95.0,,,10518,30,0,24.2,2850.0,2160,690.0,26.29
2025-01-14,Onions 1kg,Grocery,35,24,15,2025-01-28,14,0,35.0,,,429,25,0,31.4,875.0,600,275.0,41.29
2025-01-14,Potatoes 1kg,Grocery,30,20,20,2025-01-21,7,10,27.0,,,210,46,0,33.3,1242.0,920,322.0,46.14
2025-01-14,Coriander (Bunch),Vegetables,15,8,2,2025-01-15,1,10,13.5,15.0,13.5,20,20,0,46.7,288.0,160,128.0,11.29
2025-01-14,Spinach Bunch,Vegetables,30,18,2,2025-01-15,1,5,28.5,30.0,28.5,8,8,0,40.0,235.5,144,91.5,9.43
